Date	SeasonType	Season	Week	Team	Opponent	HomeOrAway	Score	OpponentScore	TotalScore	Stadium	PlayingSurface	Temperature	Humidity	WindSpeed	OverUnder	PointSpread	ScoreQuarter1	ScoreQuarter2	ScoreQuarter3	ScoreQuarter4	ScoreOvertime	TimeOfPossessionMinutes	TimeOfPossessionSeconds	TimeOfPossession	FirstDowns	FirstDownsByRushing	FirstDownsByPassing	FirstDownsByPenalty	OffensivePlays	OffensiveYards	OffensiveYardsPerPlay	Touchdowns	RushingAttempts	RushingYards	RushingYardsPerAttempt	RushingTouchdowns	PassingAttempts	PassingCompletions	PassingYards	PassingTouchdowns	PassingInterceptions	PassingYardsPerAttempt	PassingYardsPerCompletion	CompletionPercentage	PasserRating	ThirdDownAttempts	ThirdDownConversions	ThirdDownPercentage	FourthDownAttempts	FourthDownConversions	FourthDownPercentage	RedZoneAttempts	RedZoneConversions	GoalToGoAttempts	GoalToGoConversions	ReturnYards	Penalties	PenaltyYards	Fumbles	FumblesLost	TimesSacked	TimesSackedYards	QuarterbackHits	TacklesForLoss	Safeties	Punts	PuntYards	PuntAverage	Giveaways	Takeaways	TurnoverDifferential	OpponentScoreQuarter1	OpponentScoreQuarter2	OpponentScoreQuarter3	OpponentScoreQuarter4	OpponentScoreOvertime	OpponentTimeOfPossessionMinutes	OpponentTimeOfPossessionSeconds	OpponentTimeOfPossession	OpponentFirstDowns	OpponentFirstDownsByRushing	OpponentFirstDownsByPassing	OpponentFirstDownsByPenalty	OpponentOffensivePlays	OpponentOffensiveYards	OpponentOffensiveYardsPerPlay	OpponentTouchdowns	OpponentRushingAttempts	OpponentRushingYards	OpponentRushingYardsPerAttempt	OpponentRushingTouchdowns	OpponentPassingAttempts	OpponentPassingCompletions	OpponentPassingYards	OpponentPassingTouchdowns	OpponentPassingInterceptions	OpponentPassingYardsPerAttempt	OpponentPassingYardsPerCompletion	OpponentCompletionPercentage	OpponentPasserRating	OpponentThirdDownAttempts	OpponentThirdDownConversions	OpponentThirdDownPercentage	OpponentFourthDownAttempts	OpponentFourthDownConversions	OpponentFourthDownPercentage	OpponentRedZoneAttempts	OpponentRedZoneConversions	OpponentGoalToGoAttempts	OpponentGoalToGoConversions	OpponentReturnYards	OpponentPenalties	OpponentPenaltyYards	OpponentFumbles	OpponentFumblesLost	OpponentTimesSacked	OpponentTimesSackedYards	OpponentQuarterbackHits	OpponentTacklesForLoss	OpponentSafeties	OpponentPunts	OpponentPuntYards	OpponentPuntAverage	OpponentGiveaways	OpponentTakeaways	OpponentTurnoverDifferential	RedZonePercentage	GoalToGoPercentage	QuarterbackHitsDifferential	TacklesForLossDifferential	QuarterbackSacksDifferential	TacklesForLossPercentage	QuarterbackHitsPercentage	TimesSackedPercentage	OpponentRedZonePercentage	OpponentGoalToGoPercentage	OpponentQuarterbackHitsDifferential	OpponentTacklesForLossDifferential	OpponentQuarterbackSacksDifferential	OpponentTacklesForLossPercentage	OpponentQuarterbackHitsPercentage	OpponentTimesSackedPercentage	Kickoffs	KickoffsInEndZone	KickoffTouchbacks	PuntsHadBlocked	PuntNetAverage	ExtraPointKickingAttempts	ExtraPointKickingConversions	ExtraPointsHadBlocked	ExtraPointPassingAttempts	ExtraPointPassingConversions	ExtraPointRushingAttempts	ExtraPointRushingConversions	FieldGoalAttempts	FieldGoalsMade	FieldGoalsHadBlocked	PuntReturns	PuntReturnYards	KickReturns	KickReturnYards	InterceptionReturns	InterceptionReturnYards	OpponentKickoffs	OpponentKickoffsInEndZone	OpponentKickoffTouchbacks	OpponentPuntsHadBlocked	OpponentPuntNetAverage	OpponentExtraPointKickingAttempts	OpponentExtraPointKickingConversions	OpponentExtraPointsHadBlocked	OpponentExtraPointPassingAttempts	OpponentExtraPointPassingConversions	OpponentExtraPointRushingAttempts	OpponentExtraPointRushingConversions	OpponentFieldGoalAttempts	OpponentFieldGoalsMade	OpponentFieldGoalsHadBlocked	OpponentPuntReturns	OpponentPuntReturnYards	OpponentKickReturns	OpponentKickReturnYards	OpponentInterceptionReturns	OpponentInterceptionReturnYards	SoloTackles	AssistedTackles	Sacks	SackYards	PassesDefended	FumblesForced	FumblesRecovered	FumbleReturnYards	FumbleReturnTouchdowns	InterceptionReturnTouchdowns	BlockedKicks	PuntReturnTouchdowns	PuntReturnLong	KickReturnTouchdowns	KickReturnLong	BlockedKickReturnYards	BlockedKickReturnTouchdowns	FieldGoalReturnYards	FieldGoalReturnTouchdowns	PuntNetYards	OpponentSoloTackles	OpponentAssistedTackles	OpponentSacks	OpponentSackYards	OpponentPassesDefended	OpponentFumblesForced	OpponentFumblesRecovered	OpponentFumbleReturnYards	OpponentFumbleReturnTouchdowns	OpponentInterceptionReturnTouchdowns	OpponentBlockedKicks	OpponentPuntReturnTouchdowns	OpponentPuntReturnLong	OpponentKickReturnTouchdowns	OpponentKickReturnLong	OpponentBlockedKickReturnYards	OpponentBlockedKickReturnTouchdowns	OpponentFieldGoalReturnYards	OpponentFieldGoalReturnTouchdowns	OpponentPuntNetYards	TeamName	DayOfWeek	PassingDropbacks	OpponentPassingDropbacks	TwoPointConversionReturns	OpponentTwoPointConversionReturns
8/12/2016 8:00:00 PM	2	2016	1	CLE	GB	AWAY	11	17	28	Lambeau Field	Grass	73	87	8	35.0	-1.5	2	3	6	0	0	20	16	20:16	11	3	5	3	44	172	3.9	1	17	77	4.5	0	23	11	95	1	1	4.1	8.6	47.8	55.53	8	2	25.0	1	0	0	2	1	1	1	28	5	34	2	1	4	24	5	6	1	4	205	51.2	2	1	-1	3	7	3	4	0	39	44	39:44	19	5	13	1	80	320	4	1	41	151	3.7	0	37	22	169	1	1	4.6	7.7	59.5	68.41	22	9	40.9	2	2	100	2	1	1	1	7	12	112	1	0	2	10	6	7	2	6	251	41.8	1	2	1	50.0	100	-1	-1	-2	14.6	12.8	14.8	50.0	100	1	1	2	41.2	22.2	5.1	5	2	0	0	49.8	0	0	0	1	0	0	0	1	1	0	2	28	4	55	1	0	5	3	1	0	33.8	1	1	0	0	0	0	0	2	2	0	2	6	5	104	1	1	65	15	2	10	4	0	0	0	0	0	0	0	24	0	31	0	0	0	0	199	33	6	4	24	2	0	1	0	0	0	0	0	5	0	34	0	0	0	0	203	Browns	Friday	27	39	0	0
8/12/2016 8:00:00 PM	2	2016	1	GB	CLE	HOME	17	11	28	Lambeau Field	Grass	73	87	8	35.0	1.5	3	7	3	4	0	39	44	39:44	19	5	13	1	80	320	4	1	41	151	3.7	0	37	22	169	1	1	4.6	7.7	59.5	68.41	22	9	40.9	2	2	100	2	1	1	1	7	12	112	1	0	2	10	6	7	2	6	251	41.8	1	2	1	2	3	6	0	0	20	16	20:16	11	3	5	3	44	172	3.9	1	17	77	4.5	0	23	11	95	1	1	4.1	8.6	47.8	55.53	8	2	25.0	1	0	0	2	1	1	1	28	5	34	2	1	4	24	5	6	1	4	205	51.2	2	1	-1	50.0	100	1	1	2	41.2	22.2	5.1	50.0	100	-1	-1	-2	14.6	12.8	14.8	5	3	1	0	33.8	1	1	0	0	0	0	0	2	2	0	2	6	5	104	1	1	5	2	0	0	49.8	0	0	0	1	0	0	0	1	1	0	2	28	4	55	1	0	33	6	4	24	2	0	1	0	0	0	0	0	5	0	34	0	0	0	0	203	65	15	2	10	4	0	0	0	0	0	0	0	24	0	31	0	0	0	0	199	Packers	Friday	39	27	0	0
8/12/2016 10:00:00 PM	2	2016	1	OAK	ARI	AWAY	31	10	41	University of Phoenix Stadium	Dome	70	50	0	37.5	2.5	17	0	7	7	0	24	38	24:38	10	4	6	0	50	322	6.4	4	21	166	7.9	2	29	15	156	2	0	5.4	10.4	51.7	90.59	12	3	25.0	0	0	0	2	2	0	0	69	11	86	2	1	0	0	5	3	0	8	409	51.1	1	3	2	3	7	0	0	0	35	22	35:22	22	7	12	3	76	383	5.0	1	35	172	4.9	1	40	15	211	0	2	5.3	14.1	37.5	34.48	16	5	31.2	1	0	0	3	1	3	1	23	3	20	1	1	1	6	1	2	0	7	298	42.6	3	1	-2	100	0	4	1	1	8.6	12.2	0	33.3	33.3	-4	-1	-1	9.5	3.4	2.4	6	4	1	0	43.2	4	4	0	0	0	0	0	1	1	0	4	22	2	74	2	47	3	3	1	0	36.6	1	1	0	0	0	0	0	2	1	0	3	23	5	88	0	0	52	15	1	6	8	1	1	0	0	0	0	0	15	0	43	0	0	0	0	346	39	5	0	0	2	2	1	0	0	0	0	0	11	0	21	0	0	0	0	256	Raiders	Friday	29	41	0	0
8/12/2016 10:00:00 PM	2	2016	1	ARI	OAK	HOME	10	31	41	University of Phoenix Stadium	Dome	70	50	0	37.5	-2.5	3	7	0	0	0	35	22	35:22	22	7	12	3	76	383	5.0	1	35	172	4.9	1	40	15	211	0	2	5.3	14.1	37.5	34.48	16	5	31.2	1	0	0	3	1	3	1	23	3	20	1	1	1	6	1	2	0	7	298	42.6	3	1	-2	17	0	7	7	0	24	38	24:38	10	4	6	0	50	322	6.4	4	21	166	7.9	2	29	15	156	2	0	5.4	10.4	51.7	90.59	12	3	25.0	0	0	0	2	2	0	0	69	11	86	2	1	0	0	5	3	0	8	409	51.1	1	3	2	33.3	33.3	-4	-1	-1	9.5	3.4	2.4	100	0	4	1	1	8.6	12.2	0	3	3	1	0	36.6	1	1	0	0	0	0	0	2	1	0	3	23	5	88	0	0	6	4	1	0	43.2	4	4	0	0	0	0	0	1	1	0	4	22	2	74	2	47	39	5	0	0	2	2	1	0	0	0	0	0	11	0	21	0	0	0	0	256	52	15	1	6	8	1	1	0	0	0	0	0	15	0	43	0	0	0	0	346	Cardinals	Friday	41	29	0	0
8/13/2016 4:30:00 PM	2	2016	1	SEA	KC	AWAY	17	16	33	Arrowhead Stadium	Grass	87	46	9	36.0	3.5	0	3	3	11	0	30	58	30:58	21	5	14	2	72	358	5.0	1	28	110	3.9	0	42	22	248	1	1	5.9	11.3	52.4	68.35	16	6	37.5	2	1	50.0	1	0	0	0	44	9	86	3	0	2	7	4	0	0	5	273	54.6	1	1	0	7	6	3	0	0	29	2	29:2	20	9	9	2	61	329	5.4	1	29	135	4.7	1	32	15	194	0	1	6.1	12.9	46.9	53.39	15	6	40.0	0	0	0	2	1	1	1	31	7	57	0	0	0	0	10	4	0	5	261	52.2	1	1	0	0	0	-6	-4	-2	0	12.5	4.5	50.0	100	6	4	2	14.3	22.7	0	4	2	0	0	44.8	0	0	0	0	0	1	1	3	3	0	3	33	4	83	1	11	5	3	1	0	45.6	1	1	0	0	0	0	0	3	3	0	4	29	4	99	1	2	49	6	0	0	4	0	0	0	0	0	0	0	17	0	33	0	0	0	0	224	59	0	2	7	5	0	0	0	0	0	0	0	18	0	34	0	0	0	0	228	Seahawks	Saturday	44	32	0	0
8/13/2016 4:30:00 PM	2	2016	1	KC	SEA	HOME	16	17	33	Arrowhead Stadium	Grass	87	46	9	36.0	-3.5	7	6	3	0	0	29	2	29:2	20	9	9	2	61	329	5.4	1	29	135	4.7	1	32	15	194	0	1	6.1	12.9	46.9	53.39	15	6	40.0	0	0	0	2	1	1	1	31	7	57	0	0	0	0	10	4	0	5	261	52.2	1	1	0	0	3	3	11	0	30	58	30:58	21	5	14	2	72	358	5.0	1	28	110	3.9	0	42	22	248	1	1	5.9	11.3	52.4	68.35	16	6	37.5	2	1	50.0	1	0	0	0	44	9	86	3	0	2	7	4	0	0	5	273	54.6	1	1	0	50.0	100	6	4	2	14.3	22.7	0	0	0	-6	-4	-2	0	12.5	4.5	5	3	1	0	45.6	1	1	0	0	0	0	0	3	3	0	4	29	4	99	1	2	4	2	0	0	44.8	0	0	0	0	0	1	1	3	3	0	3	33	4	83	1	11	59	0	2	7	5	0	0	0	0	0	0	0	18	0	34	0	0	0	0	228	49	6	0	0	4	0	0	0	0	0	0	0	17	0	33	0	0	0	0	224	Chiefs	Saturday	32	44	0	0
8/13/2016 7:00:00 PM	2	2016	1	IND	BUF	AWAY	19	18	37	Ralph Wilson Stadium	Artificial	84	67	10	36.5	2.5	0	9	0	10	0	25	39	25:39	13	1	8	4	55	274	5.0	2	23	30	1.3	0	32	17	244	2	0	7.6	14.4	53.1	98.96	14	4	28.6	0	0	0	1	0	1	0	31	7	75	0	0	0	0	2	6	0	9	430	47.8	0	0	0	9	0	3	6	0	34	21	34:21	21	8	10	3	72	372	5.2	2	28	126	4.5	0	42	23	246	2	0	5.9	10.7	54.8	88.00	15	3	20.0	2	1	50.0	3	2	1	1	28	11	106	1	0	2	14	4	4	1	8	382	47.8	0	0	0	0	0	-2	2	2	21.4	4.5	0	66.7	100	2	-2	-2	17.4	12.5	4.5	5	1	0	1	38	1	1	0	1	0	0	0	2	2	0	5	31	2	41	0	0	3	2	1	0	41.4	1	1	0	1	0	0	0	2	1	0	4	28	5	100	0	0	51	23	2	14	5	0	0	0	0	0	0	0	14	0	25	0	0	0	0	342	39	16	0	0	8	0	0	0	0	0	1	0	16	0	22	0	0	0	0	331	Colts	Saturday	32	44	0	0
8/13/2016 7:00:00 PM	2	2016	1	BUF	IND	HOME	18	19	37	Ralph Wilson Stadium	Artificial	84	67	10	36.5	-2.5	9	0	3	6	0	34	21	34:21	21	8	10	3	72	372	5.2	2	28	126	4.5	0	42	23	246	2	0	5.9	10.7	54.8	88.00	15	3	20.0	2	1	50.0	3	2	1	1	28	11	106	1	0	2	14	4	4	1	8	382	47.8	0	0	0	0	9	0	10	0	25	39	25:39	13	1	8	4	55	274	5.0	2	23	30	1.3	0	32	17	244	2	0	7.6	14.4	53.1	98.96	14	4	28.6	0	0	0	1	0	1	0	31	7	75	0	0	0	0	2	6	0	9	430	47.8	0	0	0	66.7	100	2	-2	-2	17.4	12.5	4.5	0	0	-2	2	2	21.4	4.5	0	3	2	1	0	41.4	1	1	0	1	0	0	0	2	1	0	4	28	5	100	0	0	5	1	0	1	38	1	1	0	1	0	0	0	2	2	0	5	31	2	41	0	0	39	16	0	0	8	0	0	0	0	0	1	0	16	0	22	0	0	0	0	331	51	23	2	14	5	0	0	0	0	0	0	0	14	0	25	0	0	0	0	342	Bills	Saturday	44	32	0	0
8/13/2016 8:00:00 PM	2	2016	1	DAL	LA	AWAY	24	28	52	Los Angeles Memorial Coliseum	Grass	79	57	8	35.5	6.0	14	10	0	0	0	28	50	28:50	13	4	9	0	51	335	6.6	3	21	105	5	0	28	18	230	2	0	8.2	12.8	64.3	113.69	11	4	36.4	2	0	0	2	1	0	0	19	10	87	1	0	2	8	7	2	0	4	180	45	0	2	2	7	0	7	14	0	31	10	31:10	25	7	15	3	67	373	5.6	4	25	139	5.6	1	41	28	234	3	2	5.7	8.4	68.3	86.84	12	5	41.7	1	1	100	4	4	1	1	25	2	13	0	0	1	9	8	4	0	4	185	46.2	2	0	-2	50.0	0	-1	-2	-1	8.0	16.7	6.7	100	100	1	2	1	19.0	26.7	2.4	5	5	2	0	33.8	3	3	0	0	0	0	0	1	1	0	0	0	4	150	2	19	5	5	1	0	36.2	4	4	0	0	0	0	0	0	0	0	1	25	3	93	0	0	46	12	1	9	5	0	0	0	0	0	0	0	0	1	101	0	0	0	0	135	39	8	2	8	0	2	0	0	0	0	0	0	25	0	48	0	0	0	0	145	Cowboys	Saturday	30	42	0	0
8/13/2016 8:00:00 PM	2	2016	1	LA	DAL	HOME	28	24	52	Los Angeles Memorial Coliseum	Grass	79	57	8	35.5	-6.0	7	0	7	14	0	31	10	31:10	25	7	15	3	67	373	5.6	4	25	139	5.6	1	41	28	234	3	2	5.7	8.4	68.3	86.84	12	5	41.7	1	1	100	4	4	1	1	25	2	13	0	0	1	9	8	4	0	4	185	46.2	2	0	-2	14	10	0	0	0	28	50	28:50	13	4	9	0	51	335	6.6	3	21	105	5	0	28	18	230	2	0	8.2	12.8	64.3	113.69	11	4	36.4	2	0	0	2	1	0	0	19	10	87	1	0	2	8	7	2	0	4	180	45	0	2	2	100	100	1	2	1	19.0	26.7	2.4	50.0	0	-1	-2	-1	8.0	16.7	6.7	5	5	1	0	36.2	4	4	0	0	0	0	0	0	0	0	1	25	3	93	0	0	5	5	2	0	33.8	3	3	0	0	0	0	0	1	1	0	0	0	4	150	2	19	39	8	2	8	0	2	0	0	0	0	0	0	25	0	48	0	0	0	0	145	46	12	1	9	5	0	0	0	0	0	0	0	0	1	101	0	0	0	0	135	Rams	Saturday	42	30	0	0
8/13/2016 8:00:00 PM	2	2016	1	SD	TEN	AWAY	10	27	37	LP Field	Grass	83	84	1	35.5	3.0	7	3	0	0	0	30	44	30:44	16	7	9	0	60	330	5.5	1	26	115	4.4	0	32	15	215	1	2	6.7	14.3	46.9	53.52	13	5	38.5	1	0	0	0	0	0	0	-3	9	80	1	0	2	13	7	3	0	5	264	52.8	2	1	-1	10	7	0	10	0	29	16	29:16	18	13	5	0	56	437	7.8	3	33	288	8.7	3	20	14	149	0	0	7.4	10.6	70.0	91.46	10	4	40.0	0	0	0	2	1	0	0	38	7	58	2	1	3	18	3	2	0	4	145	36.2	1	2	1	0	0	4	1	1	9.1	30.4	5.9	50.0	0	-4	-1	-1	7.7	8.8	13.0	3	0	0	0	41.4	1	1	0	0	0	0	0	1	1	0	1	3	4	103	0	0	6	3	2	0	37	3	3	0	0	0	0	0	2	2	0	3	17	3	72	2	21	43	26	3	18	1	2	1	0	0	0	0	0	0	0	31	0	0	0	0	207	40	20	2	13	5	1	0	0	0	0	0	0	16	0	35	0	0	0	0	148	Chargers	Saturday	34	23	0	0
8/13/2016 8:00:00 PM	2	2016	1	TEN	SD	HOME	27	10	37	LP Field	Grass	83	84	1	35.5	-3.0	10	7	0	10	0	29	16	29:16	18	13	5	0	56	437	7.8	3	33	288	8.7	3	20	14	149	0	0	7.4	10.6	70.0	91.46	10	4	40.0	0	0	0	2	1	0	0	38	7	58	2	1	3	18	3	2	0	4	145	36.2	1	2	1	7	3	0	0	0	30	44	30:44	16	7	9	0	60	330	5.5	1	26	115	4.4	0	32	15	215	1	2	6.7	14.3	46.9	53.52	13	5	38.5	1	0	0	0	0	0	0	-3	9	80	1	0	2	13	7	3	0	5	264	52.8	2	1	-1	50.0	0	-4	-1	-1	7.7	8.8	13.0	0	0	4	1	1	9.1	30.4	5.9	6	3	2	0	37	3	3	0	0	0	0	0	2	2	0	3	17	3	72	2	21	3	0	0	0	41.4	1	1	0	0	0	0	0	1	1	0	1	3	4	103	0	0	40	20	2	13	5	1	0	0	0	0	0	0	16	0	35	0	0	0	0	148	43	26	3	18	1	2	1	0	0	0	0	0	0	0	31	0	0	0	0	207	Titans	Saturday	23	34	0	0
8/14/2016 7:00:00 PM	2	2016	1	HOU	SF	AWAY	24	13	37	Levi's Stadium		84	35	9	38.0	3.5	7	0	10	7	0	32	52	32:52	19	5	11	3	64	265	4.1	3	29	94	3.2	0	32	18	171	2	0	5.3	9.5	56.2	92.06	14	4	28.6	1	0	0	2	2	2	2	10	3	20	3	0	3	24	7	3	0	7	368	52.6	0	2	2	10	3	0	0	0	27	8	27:8	21	12	8	1	78	409	5.2	1	34	236	6.9	0	43	20	173	1	0	4.0	8.6	46.5	65.36	18	6	33.3	3	2	66.7	2	0	1	0	8	8	59	2	2	1	7	8	7	0	7	278	39.7	2	0	-2	100	100	-1	-4	-2	8.8	15.9	8.6	0	0	1	4	2	24.1	22.9	2.3	5	3	1	0	48.6	3	3	0	0	0	0	0	1	1	0	4	10	2	41	0	0	4	3	2	0	38.3	1	1	0	0	0	0	0	2	2	0	3	8	4	75	0	0	57	15	1	7	6	2	2	41	1	0	0	0	10	0	28	0	0	0	0	340	54	13	3	24	7	1	0	0	0	0	0	0	8	0	24	0	0	0	0	268	Texans	Sunday	35	44	0	0
8/14/2016 7:00:00 PM	2	2016	1	SF	HOU	HOME	13	24	37	Levi's Stadium		84	35	9	38.0	-3.5	10	3	0	0	0	27	8	27:8	21	12	8	1	78	409	5.2	1	34	236	6.9	0	43	20	173	1	0	4.0	8.6	46.5	65.36	18	6	33.3	3	2	66.7	2	0	1	0	8	8	59	2	2	1	7	8	7	0	7	278	39.7	2	0	-2	7	0	10	7	0	32	52	32:52	19	5	11	3	64	265	4.1	3	29	94	3.2	0	32	18	171	2	0	5.3	9.5	56.2	92.06	14	4	28.6	1	0	0	2	2	2	2	10	3	20	3	0	3	24	7	3	0	7	368	52.6	0	2	2	0	0	1	4	2	24.1	22.9	2.3	100	100	-1	-4	-2	8.8	15.9	8.6	4	3	2	0	38.3	1	1	0	0	0	0	0	2	2	0	3	8	4	75	0	0	5	3	1	0	48.6	3	3	0	0	0	0	0	1	1	0	4	10	2	41	0	0	54	13	3	24	7	1	0	0	0	0	0	0	8	0	24	0	0	0	0	268	57	15	1	7	6	2	2	41	1	0	0	0	10	0	28	0	0	0	0	340	49ers	Sunday	44	35	0	0
8/18/2016 7:00:00 PM	2	2016	2	PHI	PIT	AWAY	17	0	17	Heinz Field	Grass	84	46	10	38.0	2.5	7	3	7	0	0	30	29	30:29	16	4	12	0	67	298	4.4	2	27	91	3.4	1	39	26	207	0	0	5.3	8.0	66.7	79.75	17	9	52.9	0	0	0	1	1	1	1	56	12	96	1	1	1	12	6	8	0	7	353	50.4	1	4	3	0	0	0	0	0	29	31	29:31	12	2	9	1	58	207	3.6	0	21	50	2.4	0	33	19	157	0	4	4.8	8.3	57.6	30.30	15	7	46.7	1	0	0	1	0	0	0	29	6	36	0	0	4	21	3	3	0	6	280	46.7	4	1	-3	100	100	3	5	3	38.1	16.2	2.5	0	0	-3	-5	-3	11.1	7.5	10.8	4	3	2	0	40.6	2	2	0	0	0	0	0	1	1	0	4	6	1	14	4	50	1	1	0	0	45.7	0	0	0	0	0	0	0	0	0	0	4	29	2	44	0	0	46	15	4	21	8	0	0	0	0	1	0	0	3	0	14	0	0	0	0	284	58	17	1	12	4	2	1	0	0	0	0	0	17	0	26	0	0	0	0	274	Eagles	Thursday	40	37	0	0
8/18/2016 7:00:00 PM	2	2016	2	PIT	PHI	HOME	0	17	17	Heinz Field	Grass	84	46	10	38.0	-2.5	0	0	0	0	0	29	31	29:31	12	2	9	1	58	207	3.6	0	21	50	2.4	0	33	19	157	0	4	4.8	8.3	57.6	30.30	15	7	46.7	1	0	0	1	0	0	0	29	6	36	0	0	4	21	3	3	0	6	280	46.7	4	1	-3	7	3	7	0	0	30	29	30:29	16	4	12	0	67	298	4.4	2	27	91	3.4	1	39	26	207	0	0	5.3	8.0	66.7	79.75	17	9	52.9	0	0	0	1	1	1	1	56	12	96	1	1	1	12	6	8	0	7	353	50.4	1	4	3	0	0	-3	-5	-3	11.1	7.5	10.8	100	100	3	5	3	38.1	16.2	2.5	1	1	0	0	45.7	0	0	0	0	0	0	0	0	0	0	4	29	2	44	0	0	4	3	2	0	40.6	2	2	0	0	0	0	0	1	1	0	4	6	1	14	4	50	58	17	1	12	4	2	1	0	0	0	0	0	17	0	26	0	0	0	0	274	46	15	4	21	8	0	0	0	0	1	0	0	3	0	14	0	0	0	0	284	Steelers	Thursday	37	40	0	0
8/18/2016 7:30:00 PM	2	2016	2	CIN	DET	AWAY	30	14	44	Ford Field	Dome	68	70	0	41.0	2.0	7	13	0	10	0	30	6	30:6	20	8	9	3	58	291	5.0	4	29	102	3.5	2	29	21	189	1	0	6.5	9	72.4	101.08	11	5	45.5	0	0	0	3	3	3	3	140	7	50	0	0	0	0	3	5	0	3	142	47.3	0	2	2	3	3	0	8	0	29	54	29:54	19	4	13	2	64	349	5.5	1	27	73	2.7	1	36	24	276	0	2	7.7	11.5	66.7	66.44	13	4	30.8	1	1	100	3	1	2	1	21	8	64	1	0	1	10	2	6	0	4	173	43.2	2	0	-2	100	100	1	-1	1	18.5	8.1	0	33.3	50.0	-1	1	-1	20.7	6.9	2.7	6	6	0	0	40.3	4	3	0	0	0	0	0	2	1	0	2	54	3	82	2	86	4	3	1	0	29.8	0	0	0	0	0	1	1	2	2	0	3	21	6	145	0	0	50	16	1	10	2	1	0	0	0	1	0	0	30	0	36	0	0	0	0	121	45	12	0	0	2	0	0	0	0	0	0	0	10	0	28	0	0	0	0	119	Bengals	Thursday	29	37	0	0
8/18/2016 7:30:00 PM	2	2016	2	DET	CIN	HOME	14	30	44	Ford Field	Dome	68	70	0	41.0	-2.0	3	3	0	8	0	29	54	29:54	19	4	13	2	64	349	5.5	1	27	73	2.7	1	36	24	276	0	2	7.7	11.5	66.7	66.44	13	4	30.8	1	1	100	3	1	2	1	21	8	64	1	0	1	10	2	6	0	4	173	43.2	2	0	-2	7	13	0	10	0	30	6	30:6	20	8	9	3	58	291	5.0	4	29	102	3.5	2	29	21	189	1	0	6.5	9	72.4	101.08	11	5	45.5	0	0	0	3	3	3	3	140	7	50	0	0	0	0	3	5	0	3	142	47.3	0	2	2	33.3	50.0	-1	1	-1	20.7	6.9	2.7	100	100	1	-1	1	18.5	8.1	0	4	3	1	0	29.8	0	0	0	0	0	1	1	2	2	0	3	21	6	145	0	0	6	6	0	0	40.3	4	3	0	0	0	0	0	2	1	0	2	54	3	82	2	86	45	12	0	0	2	0	0	0	0	0	0	0	10	0	28	0	0	0	0	119	50	16	1	10	2	1	0	0	0	1	0	0	30	0	36	0	0	0	0	121	Lions	Thursday	37	29	0	0
8/18/2016 8:00:00 PM	2	2016	2	CHI	NE	AWAY	22	23	45	Gillette Stadium	Grass	78	59	4	41.5	3.0	11	0	0	11	0	27	57	27:57	17	6	8	3	63	331	5.3	2	30	125	4.2	1	32	16	206	1	1	6.4	12.9	50.0	67.97	14	5	35.7	3	2	66.7	4	1	2	1	15	7	51	0	0	1	4	5	1	0	4	195	48.8	1	1	0	0	17	6	0	0	32	3	32:3	23	7	14	2	63	373	5.9	2	26	114	4.4	1	34	25	259	1	0	7.6	10.4	73.5	104.90	10	2	20.0	1	1	100	5	2	3	1	49	9	66	1	1	3	9	4	3	0	4	178	44.5	1	1	0	25.0	50.0	1	-2	2	3.8	13.5	3.0	40.0	33.3	-1	2	-2	10.0	12.1	8.1	4	3	2	0	40	0	0	0	2	2	0	0	2	2	0	4	15	3	64	0	0	6	4	3	0	40.8	0	0	0	1	1	1	0	3	3	0	3	35	2	30	1	14	37	38	3	9	1	1	1	0	0	0	0	0	12	0	25	0	0	0	0	160	35	30	1	4	5	0	0	0	0	0	0	0	16	0	20	0	0	0	0	163	Bears	Thursday	33	37	0	0
8/18/2016 8:00:00 PM	2	2016	2	NE	CHI	HOME	23	22	45	Gillette Stadium	Grass	78	59	4	41.5	-3.0	0	17	6	0	0	32	3	32:3	23	7	14	2	63	373	5.9	2	26	114	4.4	1	34	25	259	1	0	7.6	10.4	73.5	104.90	10	2	20.0	1	1	100	5	2	3	1	49	9	66	1	1	3	9	4	3	0	4	178	44.5	1	1	0	11	0	0	11	0	27	57	27:57	17	6	8	3	63	331	5.3	2	30	125	4.2	1	32	16	206	1	1	6.4	12.9	50.0	67.97	14	5	35.7	3	2	66.7	4	1	2	1	15	7	51	0	0	1	4	5	1	0	4	195	48.8	1	1	0	40.0	33.3	-1	2	-2	10.0	12.1	8.1	25.0	50.0	1	-2	2	3.8	13.5	3.0	6	4	3	0	40.8	0	0	0	1	1	1	0	3	3	0	3	35	2	30	1	14	4	3	2	0	40	0	0	0	2	2	0	0	2	2	0	4	15	3	64	0	0	35	30	1	4	5	0	0	0	0	0	0	0	16	0	20	0	0	0	0	163	37	38	3	9	1	1	1	0	0	0	0	0	12	0	25	0	0	0	0	160	Patriots	Thursday	37	33	0	0
